"","top.ns.time_ID..df.1","top.ns.time_ID..df.2","top.ns.time_ID..df.3","top.AveExpr","top.F","top.P.Value","top.adj.P.Val"
"FBgn0040349",1.66915879977676,-0.401189570138326,1.1618800353648,7.27928738729192,23.1559215353974,3.630760502336e-06,0.000800419453471322
"FBgn0263355",0.600480701515475,0.247879397172219,0.574000608007883,5.85976530826664,23.1203153336984,3.66787771994443e-06,0.000800419453471322
"FBgn0034085",0.933281753621752,1.29921678255128,0.925769875142173,4.36939279817539,22.9884627712711,3.80907445907155e-06,0.000817143312346926
"FBgn0039342",1.85640551886324,2.60061499118408,0.969063321449645,8.17904154006577,22.7299307110997,4.10395850026833e-06,0.000865730045631605
"FBgn0038740",0.626323034315144,0.850312491330001,0.510190963637576,6.1375220290211,22.6401339571069,4.212298110217e-06,0.000874017330836338
"FBgn0259101",1.17524465438605,1.43874266047378,0.856676039456226,5.52792851988593,22.3614863994004,4.56942441991987e-06,0.000922971957806059
"FBgn0032889",1.43843693584873,0.173115730497286,0.899180910348593,7.56117374113276,22.3431586160665,4.59407705947552e-06,0.000922971957806059
"FBgn0051092",-0.0844947517280783,2.47623513777896,-0.237331116897756,8.42156627242091,22.2775969875417,4.68349138085183e-06,0.000926233600116274
"FBgn0063491",1.10684374402768,-0.899541192839151,0.771282822334301,7.1682506899231,21.8842580496123,5.26266736481684e-06,0.0010247627820998
"FBgn0038840",-0.680739415703168,2.17048947120326,-0.840015985586959,5.59476296456065,21.8084902626514,5.38321688957092e-06,0.00103235418441362
"FBgn0265369",2.05776680544633,3.46739798609258,1.95341186968402,-0.649229874091757,20.8314610638891,7.24995902126111e-06,0.00136959300495674
"FBgn0051674",1.18905963118903,1.2502143504725,0.627412505280882,3.7032921493825,20.6711271286706,7.62082562160709e-06,0.00141848220430413
"FBgn0016715",1.171604703985,1.06974465847402,0.883298724272295,5.28408958708864,20.207631935618,8.81812264242467e-06,0.00160986965249778
"FBgn0036752",1.2602385388285,0.562073692989853,0.685596839796342,4.30327619901064,20.1773323273608,8.90344281226549e-06,0.00160986965249778
"FBgn0053533",0.978048354276564,0.888309958633804,0.997594719269883,5.52100395153423,19.8379255966557,9.92510730531388e-06,0.00176932511497687
"FBgn0003358",2.278310732202,1.27928244366585,1.62399072956441,6.34269287329506,19.760973778748,1.01746059553886e-05,0.00178861093857435
"FBgn0262353",1.19198904239514,1.06113504033504,0.802943656627563,2.3543889791227,19.6812496565909,1.04405278195779e-05,0.00181021589879996
"FBgn0036066",1.6074059905417,1.90823915394602,0.912269931465118,3.27740464129041,19.5570754026118,1.08703624326351e-05,0.00185582036863143
"FBgn0023197",0.783182752412305,1.60688295492051,-0.352411557067005,8.06201189555685,19.485460536601,1.11272528115373e-05,0.00185582036863143
"FBgn0020908",-0.4706755927128,-1.39274671037586,-0.813166147549396,9.2980277688039,19.4810138432302,1.11434264056244e-05,0.00185582036863143
"FBgn0054003",0.0601564544096327,2.87943916178361,-0.314509236032847,3.1321847909219,19.296375173339,1.1838825654607e-05,0.00194602618584885
"FBgn0063492",1.48675753681716,-0.186245438843132,1.20835764694163,4.58785496213588,19.1217625358268,1.2541457589798e-05,0.00203509267582145
"FBgn0019982",0.532341586351356,-0.437293794127579,0.31149130211758,5.85814577133101,18.9494260969599,1.32810421198134e-05,0.00210560502335152
"FBgn0033294",2.34127814966846,1.72729868493298,2.0245848588291,6.09187241386445,18.943187958678,1.33087146929068e-05,0.00210560502335152
"FBgn0031148",0.414576151728172,1.46885633196127,0.188776686842853,5.56609846424849,18.7044824078809,1.44177491342104e-05,0.00223463727120619
"FBgn0036547",-0.386216290903083,1.1455556190462,-0.440983313961903,4.69070691823762,18.6922344332808,1.4477384549175e-05,0.00223463727120619
"FBgn0085453",0.966358060970577,0.0938389398074361,0.918688530765759,5.49888710171174,18.4990516668886,1.54554974859601e-05,0.00235687026120237
"FBgn0050049",1.1971875964829,1.94103442343302,0.646894334898702,2.26594982856973,18.3997602283373,1.59868695382945e-05,0.00240887866364517
"FBgn0035298",0.57117817386652,-0.328463757773428,0.57111593313392,5.97096812360401,18.1343168912746,1.75107519555615e-05,0.00258274564646686
"FBgn0039666",-2.07910462993537,13.5366831354138,-1.18107015814864,4.19474994378748,18.1280117298053,1.75488761630837e-05,0.00258274564646686
